temp,hum,soil,lux,fan,light,pump
30.97,76.59,38.52,1145.15,1,0,1
42.14,52.07,36.67,5000.0,1,0,1
40.28,44.66,27.32,4929.78,1,0,1
24.66,72.5,58.47,216.91,0,0,0
35.7,60.29,29.25,2507.45,1,0,1
38.41,46.65,29.21,3951.55,1,0,1
27.14,73.92,46.84,144.32,0,1,1
26.25,73.02,45.94,0.0,0,1,1
22.17,83.07,70.38,0.0,0,1,0
23.85,71.43,58.63,0.0,0,1,0
27.49,76.22,43.5,861.46,0,0,1
21.54,85.56,56.7,188.48,0,1,0
28.56,70.22,40.54,409.03,0,0,1
33.71,48.69,24.53,2827.24,1,0,1
18.26,90.36,90.72,0.0,0,1,0
29.23,68.78,44.68,2400.41,0,0,1
19.2,85.19,83.14,254.46,0,0,0
39.47,43.17,28.13,5000.0,1,0,1
37.28,64.88,38.82,2432.72,1,0,1
40.84,48.36,29.11,4432.01,1,0,1
22.84,81.23,60.63,0.0,0,1,0
23.21,80.0,52.88,0.0,0,1,0
18.72,85.95,89.49,0.0,0,1,0
32.93,54.37,41.51,1662.48,1,0,1
40.23,39.54,22.54,5000.0,1,0,1
24.77,77.74,52.3,118.09,0,1,0
24.77,73.24,52.51,1288.76,0,0,0
39.33,45.47,24.12,4752.5,1,0,1
23.69,88.2,80.17,342.59,0,0,0
28.27,75.85,45.18,925.05,0,0,1
23.79,82.43,50.67,181.63,0,1,0
18.56,89.09,85.31,77.31,0,1,0
33.39,60.78,44.57,3325.38,1,0,1
18.97,90.66,79.15,0.0,0,1,0
28.62,60.44,59.02,0.0,0,1,0
38.22,48.87,27.95,5000.0,1,0,1
26.09,61.74,50.67,0.0,0,1,0
29.07,54.76,38.28,6.78,0,1,1
30.8,56.12,51.03,2974.66,1,0,0
39.47,44.03,23.01,4099.54,1,0,1
28.67,68.72,44.5,152.12,0,1,1
23.77,79.79,54.95,0.0,0,1,0
33.81,62.07,42.62,2498.61,1,0,1
31.93,69.97,42.18,0.0,1,1,1
16.47,91.96,86.54,0.0,0,1,0
22.49,78.37,48.6,95.38,0,1,1
20.58,70.66,56.95,160.98,0,1,0
23.57,76.19,51.87,0.0,0,1,0
29.07,61.98,49.25,736.89,0,0,1
40.34,45.34,24.89,4856.58,1,0,1
34.06,63.71,54.77,2725.49,1,0,0
33.91,71.49,36.88,1476.11,1,0,1
26.25,67.24,42.91,0.0,0,1,1
31.54,69.04,55.92,909.54,1,0,0
24.64,82.75,50.86,21.03,0,1,0
24.44,82.27,51.81,122.83,0,1,0
24.12,80.76,57.45,160.6,0,1,0
37.41,55.92,23.45,2051.38,1,0,1
40.16,51.34,20.01,3725.03,1,0,1
24.38,72.7,63.83,342.65,0,0,0
19.42,95.55,76.99,0.0,0,1,0
33.84,71.99,44.63,1342.37,1,0,1
21.3,75.78,63.47,53.26,0,1,0
24.73,73.3,62.3,0.0,0,1,0
22.24,91.41,86.95,0.0,0,1,0
35.61,55.63,37.38,3717.57,1,0,1
24.57,86.76,57.61,0.0,0,1,0
37.61,49.16,28.84,4899.54,1,0,1
42.06,45.75,38.67,4803.88,1,0,1
24.35,80.78,56.52,103.85,0,1,0
27.0,62.43,41.39,0.0,0,1,1
30.28,57.23,47.71,1046.64,1,0,1
37.99,51.57,32.12,4077.33,1,0,1
18.88,94.2,90.6,81.14,0,1,0
29.97,67.75,48.16,0.0,0,1,1
18.34,94.3,87.9,0.0,0,1,0
35.43,50.19,32.64,3594.64,1,0,1
26.47,56.16,47.7,620.19,0,0,1
24.69,80.25,44.86,495.51,0,0,1
26.89,78.57,55.53,502.6,0,0,0
26.93,63.13,53.9,1390.91,0,0,0
27.71,77.73,62.26,840.44,0,0,0
34.28,66.12,38.37,1705.65,1,0,1
38.82,47.16,23.31,5000.0,1,0,1
27.78,58.22,44.69,106.7,0,1,1
32.2,55.39,43.33,1692.05,1,0,1
24.18,76.43,52.82,82.78,0,1,0
40.46,51.3,15.66,4797.84,1,0,1
29.66,73.69,66.89,594.28,0,0,0
30.01,53.76,55.95,2262.91,1,0,0
22.1,70.99,55.85,40.55,0,1,0
20.92,78.26,80.85,122.02,0,1,0
39.66,39.96,29.42,4951.36,1,0,1
21.9,80.05,62.5,41.44,0,1,0
30.87,70.28,39.41,2635.42,1,0,1
30.62,65.29,39.24,1700.76,1,0,1
36.28,60.14,45.4,1773.78,1,0,1
38.37,44.75,23.5,4343.07,1,0,1
40.2,44.71,28.39,4081.33,1,0,1
19.92,87.94,84.84,0.0,0,1,0
26.18,84.36,55.5,123.15,0,1,0
30.33,74.89,72.18,500.77,1,0,0
20.57,91.94,88.3,44.07,0,1,0
35.08,51.98,43.98,3122.53,1,0,1
33.14,49.01,22.58,2867.47,1,0,1
39.89,45.24,23.39,4607.41,1,0,1
30.25,64.64,43.67,1128.18,1,0,1
20.08,88.66,85.55,76.92,0,1,0
33.77,52.22,26.85,2553.11,1,0,1
27.35,68.51,40.65,0.0,0,1,1
31.72,51.9,48.83,1596.72,1,0,1
24.96,78.88,56.69,87.32,0,1,0
34.7,63.48,40.57,2176.32,1,0,1
33.92,60.36,31.22,3313.53,1,0,1
27.57,70.94,48.03,956.36,0,0,1
25.47,81.67,53.32,0.0,0,1,0
21.53,92.34,83.63,67.24,0,1,0
34.94,67.42,29.23,1798.5,1,0,1
29.16,66.56,43.54,68.38,0,1,1
38.14,43.19,33.97,4714.87,1,0,1
24.5,66.5,62.97,756.29,0,0,0
25.19,72.32,52.43,53.63,0,1,0
27.63,70.88,68.86,412.13,0,0,0
29.97,69.73,41.22,1319.2,0,0,1
22.39,89.39,80.16,0.0,0,1,0
39.48,44.03,16.8,4960.4,1,0,1
22.16,73.58,56.83,165.33,0,1,0
34.64,57.56,48.86,3724.16,1,0,1
32.03,51.06,33.35,2462.8,1,0,1
29.42,66.83,47.85,0.0,0,1,1
40.11,49.75,30.2,4416.6,1,0,1
22.55,77.37,58.94,0.0,0,1,0
28.09,84.9,56.66,0.0,0,1,0
22.23,86.94,51.85,0.0,0,1,0
24.05,88.78,47.8,0.0,0,1,1
29.09,64.58,40.77,157.91,0,1,1
22.97,77.21,60.82,0.0,0,1,0
19.41,90.4,85.47,44.03,0,1,0
25.49,80.23,45.79,0.0,0,1,1
23.65,86.73,81.53,193.34,0,1,0
23.5,77.1,77.13,302.13,0,0,0
27.87,76.94,51.66,605.5,0,0,0
26.48,70.73,49.66,23.5,0,1,1
33.56,55.75,31.76,3755.29,1,0,1
23.31,79.17,43.64,0.0,0,1,1
26.91,86.83,56.41,35.1,0,1,0
28.02,59.46,46.34,0.0,0,1,1
27.43,60.55,43.49,104.86,0,1,1
40.98,50.41,26.14,4986.62,1,0,1
29.98,65.34,43.4,68.81,0,1,1
28.04,66.12,35.01,0.0,0,1,1
22.43,74.02,50.57,32.99,0,1,0
34.42,50.79,39.17,1863.54,1,0,1
18.37,89.55,80.17,156.77,0,1,0
31.52,64.68,36.7,2632.51,1,0,1
35.37,56.73,27.58,2618.58,1,0,1
28.19,59.86,37.32,0.0,0,1,1
23.25,78.48,48.52,152.14,0,1,1
34.06,57.34,30.94,1851.24,1,0,1
21.65,89.82,90.79,67.03,0,1,0
24.32,81.42,45.1,123.46,0,1,1
30.0,68.87,42.04,1189.18,1,0,1
29.86,63.87,45.04,88.76,0,1,1
27.34,69.39,49.52,1774.4,0,0,1
23.17,77.04,59.92,0.0,0,1,0
26.2,76.03,52.93,750.32,0,0,0
20.18,91.16,76.8,0.0,0,1,0
31.51,74.51,37.01,1548.5,1,0,1
32.82,68.82,32.87,2008.99,1,0,1
27.51,63.59,42.43,83.04,0,1,1
31.43,70.67,44.55,332.15,1,0,1
23.84,80.75,48.05,0.0,0,1,1
36.5,51.12,34.82,2983.44,1,0,1
25.29,87.22,76.97,406.54,0,0,0
34.33,66.16,33.25,2575.39,1,0,1
31.48,47.28,43.6,1964.7,1,0,1
24.19,73.68,61.01,39.46,0,1,0
20.09,74.86,62.25,0.0,0,1,0
22.19,80.33,50.62,39.05,0,1,0
34.78,69.86,36.06,2581.4,1,0,1
18.02,92.32,87.15,51.57,0,1,0
38.65,54.38,25.74,4565.08,1,0,1
40.27,43.59,27.63,4914.46,1,0,1
37.11,52.94,33.12,3445.23,1,0,1
29.41,61.35,42.91,848.78,0,0,1
36.1,59.7,39.56,3239.92,1,0,1
28.31,75.1,74.18,377.25,0,0,0
27.53,59.31,50.89,66.85,0,1,0
31.77,66.49,47.3,1601.31,1,0,1
25.11,79.73,60.41,0.0,0,1,0
26.38,74.9,54.75,0.0,0,1,0
23.62,74.94,55.17,216.11,0,0,0
35.95,55.99,21.54,3377.28,1,0,1
32.52,63.48,44.36,0.0,1,1,1
36.1,48.54,32.61,3836.88,1,0,1
20.52,94.36,86.42,0.0,0,1,0
19.73,84.04,80.3,245.34,0,0,0
22.78,78.45,65.53,63.14,0,1,0
30.42,69.08,41.19,678.34,1,0,1
20.79,82.32,64.5,39.96,0,1,0
26.09,77.56,78.12,230.23,0,0,0
16.74,90.87,76.99,0.0,0,1,0
28.56,64.98,48.46,38.64,0,1,1
24.34,85.46,58.04,0.0,0,1,0
27.32,59.47,48.14,0.0,0,1,1
24.51,82.69,79.15,243.63,0,0,0
28.12,65.08,42.62,147.93,0,1,1
40.75,44.13,18.4,4770.46,1,0,1
22.54,80.55,57.68,0.0,0,1,0
30.9,64.27,34.84,1183.39,1,0,1
30.94,53.65,50.85,2354.28,1,0,0
29.99,79.02,66.58,927.0,0,0,0
26.02,66.76,49.44,0.0,0,1,1
22.75,81.36,51.15,105.46,0,1,0
20.32,82.2,85.84,288.19,0,0,0
26.87,66.06,51.22,9.4,0,1,0
33.04,62.73,48.17,3590.04,1,0,1
18.32,82.71,89.37,6.55,0,1,0
21.16,89.91,79.48,155.32,0,1,0
23.77,62.83,52.96,1075.9,0,0,0
23.41,77.14,62.09,0.0,0,1,0
37.62,61.41,47.37,3900.17,1,0,1
23.18,79.88,60.05,0.0,0,1,0
21.17,92.83,79.1,128.24,0,1,0
27.63,74.89,63.36,583.44,0,0,0
36.05,49.39,23.11,4956.89,1,0,1
37.01,62.59,39.44,2266.21,1,0,1
38.24,48.61,36.69,4985.49,1,0,1
20.94,96.26,90.32,22.1,0,1,0
35.04,46.86,43.77,3656.2,1,0,1
33.42,61.91,28.44,3572.21,1,0,1
27.65,60.09,50.08,2183.8,0,0,0
26.98,66.97,57.07,0.0,0,1,0
23.96,81.39,76.86,253.5,0,0,0
30.41,70.96,62.33,576.12,1,0,0
39.3,42.92,30.07,4823.86,1,0,1
23.33,72.35,64.65,0.0,0,1,0
34.13,51.76,41.18,2475.45,1,0,1
27.28,69.9,44.13,21.25,0,1,1
23.14,69.86,56.38,0.0,0,1,0
25.77,59.68,42.84,2.07,0,1,1
19.67,89.06,81.56,0.0,0,1,0
24.47,78.74,53.54,75.89,0,1,0
30.89,55.36,44.17,3308.5,1,0,1
21.62,88.3,87.4,0.0,0,1,0
37.26,54.7,29.47,3846.62,1,0,1
28.2,78.5,49.99,321.84,0,0,1
32.39,59.54,48.91,3441.78,1,0,1
24.77,76.46,71.14,192.53,0,1,0
33.71,57.23,48.43,2945.63,1,0,1
33.12,59.11,38.67,3305.46,1,0,1
35.76,60.05,43.55,3129.69,1,0,1
23.51,81.44,60.56,117.56,0,1,0
21.38,87.14,85.28,6.51,0,1,0
25.23,57.07,45.64,83.29,0,1,1
29.92,64.63,38.59,0.0,0,1,1
27.63,64.33,48.33,0.0,0,1,1
23.9,77.63,64.42,0.0,0,1,0
22.85,76.59,57.39,0.0,0,1,0
33.31,73.85,59.24,764.38,1,0,0
32.83,53.15,23.5,3089.36,1,0,1
31.93,64.24,40.04,1900.99,1,0,1
26.49,65.27,51.63,1523.99,0,0,0
27.03,65.8,45.81,33.97,0,1,1
34.1,58.6,34.11,2987.03,1,0,1
18.73,94.73,84.61,18.07,0,1,0
25.7,89.3,80.27,499.92,0,0,0
23.79,74.54,63.55,32.34,0,1,0
29.28,68.69,36.02,1036.23,0,0,1
23.19,67.44,50.02,375.86,0,0,0
19.6,88.27,88.05,56.23,0,1,0
28.86,64.55,43.61,0.03,0,1,1
24.68,80.95,50.3,51.18,0,1,0
24.06,84.75,75.74,198.46,0,1,0
25.0,73.66,36.19,0.0,0,1,1
27.31,64.94,49.06,5.61,0,1,1
27.6,64.18,44.3,143.89,0,1,1
18.61,94.09,80.4,159.48,0,1,0
34.76,66.45,36.78,2419.55,1,0,1
23.72,71.65,66.02,264.66,0,0,0
36.01,54.3,45.46,3665.76,1,0,1
24.03,83.5,59.38,89.49,0,1,0
33.92,52.68,41.33,3772.08,1,0,1
39.32,49.34,19.28,4720.2,1,0,1
33.1,71.8,77.25,671.47,1,0,0
29.88,70.95,45.86,3.99,0,1,1
27.66,69.38,46.03,0.0,0,1,1
25.97,72.31,74.46,412.26,0,0,0
36.62,61.61,30.03,2034.43,1,0,1
29.77,69.93,46.43,1183.8,0,0,1
31.9,61.11,46.64,1851.6,1,0,1
19.73,93.4,77.7,0.0,0,1,0
24.35,68.6,58.63,192.01,0,1,0
36.91,41.65,33.04,4562.82,1,0,1
21.61,76.71,52.18,160.49,0,1,0
33.53,64.75,37.67,2355.91,1,0,1
24.64,78.8,49.49,0.0,0,1,1
24.53,83.08,64.79,59.95,0,1,0
34.07,51.12,36.18,3722.25,1,0,1
34.15,51.46,27.03,2788.22,1,0,1
31.71,73.68,56.03,714.43,1,0,0
31.4,57.01,46.02,1516.43,1,0,1
25.34,83.33,58.37,0.0,0,1,0
27.04,78.93,47.9,904.5,0,0,1
31.84,57.16,36.89,1578.23,1,0,1
28.31,68.52,37.67,0.0,0,1,1
33.29,54.98,35.9,3500.04,1,0,1
31.69,62.54,46.23,2566.9,1,0,1
24.74,81.6,51.65,0.0,0,1,0
28.76,76.8,69.79,533.12,0,0,0
25.44,72.29,43.11,1623.59,0,0,1
28.19,66.19,47.3,112.07,0,1,1
39.15,55.03,23.37,3482.74,1,0,1
39.63,48.75,19.05,4437.93,1,0,1
25.52,74.07,56.5,683.2,0,0,0
27.97,70.2,75.08,495.76,0,0,0
33.51,67.51,30.08,1983.85,1,0,1
34.84,60.34,35.22,2380.91,1,0,1
22.24,75.43,64.68,0.0,0,1,0
36.92,63.73,31.41,2501.41,1,0,1
28.11,63.82,45.84,0.0,0,1,1
24.65,72.3,54.26,0.0,0,1,0
22.29,89.4,86.81,0.0,0,1,0
30.16,69.4,45.96,109.0,1,1,1
36.62,61.82,36.32,2350.86,1,0,1
38.06,53.59,24.42,3948.35,1,0,1
18.69,91.98,80.57,0.0,0,1,0
31.23,70.93,39.18,1490.15,1,0,1
27.72,63.64,50.53,97.88,0,1,0
35.65,52.32,28.42,3370.28,1,0,1
33.52,59.66,50.64,3130.65,1,0,0
19.05,91.91,98.62,0.0,0,1,0
24.73,77.73,57.68,89.52,0,1,0
30.23,72.51,40.25,1215.05,1,0,1
33.59,57.17,29.8,1847.67,1,0,1
27.45,64.56,48.1,0.0,0,1,1
31.11,80.16,59.71,800.61,1,0,0
26.39,66.93,43.66,0.0,0,1,1
26.51,64.72,41.5,0.0,0,1,1
34.02,61.62,36.12,2633.62,1,0,1
28.25,64.99,49.9,36.78,0,1,1
32.91,69.61,36.6,1865.42,1,0,1
39.91,45.36,28.48,4781.34,1,0,1
26.01,81.51,56.57,230.25,0,0,0
21.25,86.56,88.34,65.16,0,1,0
23.98,70.16,66.71,208.26,0,0,0
34.17,59.36,37.41,2074.89,1,0,1
27.85,68.37,42.18,36.66,0,1,1
27.33,59.0,54.6,109.43,0,1,0
29.71,68.16,40.9,0.0,0,1,1
35.04,50.27,23.79,3161.38,1,0,1
26.89,63.05,47.06,62.83,0,1,1
26.28,65.07,39.21,379.32,0,0,1
30.84,69.53,45.33,6.96,1,1,1
28.32,74.91,51.26,597.94,0,0,0
32.79,70.64,43.72,1411.0,1,0,1
27.37,77.37,71.45,573.48,0,0,0
25.61,71.88,40.97,153.06,0,1,1
19.92,87.36,72.79,0.0,0,1,0
36.36,50.08,23.05,4496.9,1,0,1
28.67,73.25,50.57,1077.15,0,0,0
25.0,78.46,60.27,37.61,0,1,0
35.72,52.81,28.09,3306.91,1,0,1
30.33,62.67,44.74,365.66,1,0,1
23.89,62.76,51.21,1479.33,0,0,0
32.16,71.5,58.75,1422.74,1,0,0
30.1,69.5,41.44,0.0,1,1,1
33.65,55.73,44.21,2417.66,1,0,1
27.25,70.35,44.41,1148.75,0,0,1
19.15,92.44,83.54,0.0,0,1,0
26.41,64.54,39.97,28.36,0,1,1
22.53,77.7,60.29,0.0,0,1,0
35.72,51.72,30.38,3862.89,1,0,1
28.68,57.87,39.47,0.0,0,1,1
23.22,80.73,55.7,49.03,0,1,0
26.84,68.02,41.81,151.64,0,1,1
28.23,81.77,43.1,1038.76,0,0,1
22.97,75.17,61.47,0.0,0,1,0
26.21,74.74,59.94,168.92,0,1,0
19.44,89.15,93.47,192.0,0,1,0
30.35,78.39,73.55,567.41,1,0,0
18.39,92.11,78.88,187.01,0,1,0
27.3,84.87,71.71,455.76,0,0,0
24.26,87.72,67.35,0.09,0,1,0
35.3,67.64,44.48,2232.51,1,0,1
39.87,49.46,24.5,4294.35,1,0,1
30.54,68.91,73.97,769.59,1,0,0
39.37,45.68,21.41,4795.4,1,0,1
29.22,74.74,49.03,1035.34,0,0,1
34.75,67.35,39.89,2771.63,1,0,1
27.17,60.97,30.56,0.0,0,1,1
36.73,55.75,37.27,2553.97,1,0,1
37.33,50.86,30.78,4083.32,1,0,1
33.87,52.57,29.69,3708.51,1,0,1
22.09,88.02,84.6,142.49,0,1,0
28.93,65.45,43.6,0.0,0,1,1
21.04,76.85,61.56,104.36,0,1,0
19.94,100.0,85.2,0.0,0,1,0
29.75,63.05,37.5,1075.48,0,0,1
23.77,84.39,76.26,336.66,0,0,0
29.52,66.07,47.23,168.38,0,1,1
26.35,69.92,61.37,17.08,0,1,0
35.95,56.77,32.99,3696.66,1,0,1
23.63,74.02,57.18,0.0,0,1,0
25.59,80.45,57.78,27.22,0,1,0
20.48,91.1,83.9,9.66,0,1,0
20.07,72.06,59.87,181.1,0,1,0
17.05,92.57,89.7,7.25,0,1,0
27.54,82.97,70.21,517.36,0,0,0
38.22,51.22,29.37,3801.6,1,0,1
28.0,78.55,73.62,666.16,0,0,0
35.1,64.24,40.7,2394.54,1,0,1
21.95,75.34,58.46,67.05,0,1,0
26.57,58.06,38.87,0.0,0,1,1
21.7,78.1,53.83,0.0,0,1,0
28.77,66.62,49.92,1128.67,0,0,1
24.66,80.66,47.41,0.0,0,1,1
32.93,52.86,42.39,2092.86,1,0,1
29.45,61.48,48.41,2959.02,0,0,1
21.73,94.98,85.96,64.44,0,1,0
28.88,68.54,48.56,2108.94,0,0,1
25.96,77.41,62.55,44.66,0,1,0
31.09,65.22,41.85,1950.18,1,0,1
25.07,77.65,61.26,74.09,0,1,0
25.67,88.23,60.99,0.0,0,1,0
20.13,84.85,73.91,226.99,0,0,0
25.08,73.9,60.77,895.89,0,0,0
36.14,61.29,36.72,2114.27,1,0,1
25.64,66.45,39.47,0.0,0,1,1
38.99,64.24,37.52,3089.45,1,0,1
28.3,76.21,69.06,535.12,0,0,0
21.63,78.04,50.8,45.31,0,1,0
28.99,81.29,65.46,602.46,0,0,0
20.75,85.27,93.2,100.95,0,1,0
24.16,78.48,72.5,12.3,0,1,0
23.13,70.93,62.6,465.76,0,0,0
40.44,47.95,17.32,4936.4,1,0,1
29.19,70.41,61.6,679.52,0,0,0
26.92,80.79,65.66,421.68,0,0,0
34.09,61.87,32.46,1755.95,1,0,1
37.08,51.35,27.26,3723.24,1,0,1
24.29,77.43,54.29,708.3,0,0,0
21.87,78.54,56.63,13.6,0,1,0
30.36,63.7,43.79,600.34,1,0,1
33.52,59.48,42.06,3729.67,1,0,1
37.15,52.32,32.02,3574.39,1,0,1
20.54,77.46,59.78,175.56,0,1,0
23.83,82.72,56.73,0.0,0,1,0
22.0,81.38,67.25,0.0,0,1,0
23.42,78.55,60.11,106.16,0,1,0
27.29,64.14,51.47,1892.97,0,0,0
28.86,59.61,46.19,165.39,0,1,1
22.68,86.02,58.74,25.76,0,1,0
32.35,71.69,36.02,1779.66,1,0,1
35.14,58.06,35.76,2573.04,1,0,1
31.15,57.11,40.16,1289.83,1,0,1
32.04,67.46,43.44,634.1,1,0,1
32.1,78.68,65.93,527.93,1,0,0
23.23,76.14,59.87,0.0,0,1,0
26.98,78.75,74.66,199.27,0,1,0
34.42,63.57,40.53,2125.94,1,0,1
18.79,86.47,88.44,49.48,0,1,0
21.01,89.06,83.4,0.0,0,1,0
25.4,70.8,54.35,0.0,0,1,0
41.6,44.71,30.86,5000.0,1,0,1
36.29,54.2,30.62,2422.92,1,0,1
31.98,63.37,40.7,1941.86,1,0,1
17.82,92.62,79.4,0.0,0,1,0
21.03,87.68,83.29,0.0,0,1,0
34.36,71.87,71.61,650.49,1,0,0
26.69,69.74,66.51,789.26,0,0,0
33.1,76.08,45.03,1623.16,1,0,1
21.34,77.73,53.82,0.0,0,1,0
31.29,55.76,40.44,1560.16,1,0,1
25.25,74.39,52.23,630.86,0,0,0
29.69,64.46,43.96,0.0,0,1,1
32.36,72.24,65.39,528.27,1,0,0
22.7,60.33,62.67,37.02,0,1,0
19.39,82.36,81.4,0.0,0,1,0
22.19,75.62,63.78,0.0,0,1,0
20.68,87.69,96.11,25.63,0,1,0
36.19,65.86,35.15,2498.15,1,0,1
38.48,58.91,22.76,2491.84,1,0,1
32.73,56.87,45.13,3017.35,1,0,1
28.32,71.56,49.12,973.35,0,0,1
22.73,72.16,65.38,113.91,0,1,0
31.56,74.29,64.94,667.16,1,0,0
23.16,77.75,46.08,115.34,0,1,1
28.22,57.04,33.48,985.44,0,0,1
27.24,66.99,48.46,0.0,0,1,1
27.95,69.73,38.08,104.02,0,1,1
25.26,65.19,43.12,119.31,0,1,1
21.24,79.86,62.68,87.96,0,1,0
26.52,68.53,40.69,44.45,0,1,1
22.04,80.23,58.17,95.9,0,1,0
39.05,58.06,19.87,4881.72,1,0,1
23.1,83.82,62.8,286.6,0,0,0
34.91,67.4,33.18,2554.81,1,0,1
32.12,66.48,63.33,508.1,1,0,0
24.57,78.34,61.38,62.34,0,1,0
24.68,77.98,59.83,0.0,0,1,0
24.04,80.89,57.01,203.9,0,0,0
35.31,56.84,44.72,2120.95,1,0,1
29.48,64.99,40.19,1381.05,0,0,1
24.86,94.73,50.26,224.66,0,0,0
25.32,68.69,42.41,0.0,0,1,1
30.96,70.32,71.59,625.87,1,0,0
18.33,95.38,99.78,0.0,0,1,0
39.01,56.07,27.96,3811.14,1,0,1
20.4,80.86,57.22,115.11,0,1,0
21.64,86.65,59.66,162.8,0,1,0
26.71,69.92,54.56,0.0,0,1,0
37.53,58.43,46.35,3713.35,1,0,1
29.18,65.51,43.67,2213.02,0,0,1
25.64,84.83,51.67,149.7,0,1,0
28.79,78.05,50.62,744.94,0,0,0
21.61,87.71,80.89,0.0,0,1,0
21.44,93.06,83.63,0.0,0,1,0
36.82,71.35,36.36,1996.43,1,0,1
30.63,67.79,68.86,806.84,1,0,0
29.11,55.24,50.07,0.0,0,1,0
33.8,64.37,35.04,2341.18,1,0,1
35.57,56.57,29.1,3409.4,1,0,1
27.43,62.69,45.27,0.0,0,1,1
20.27,85.18,84.23,0.0,0,1,0
21.64,88.57,83.43,0.0,0,1,0
34.82,58.64,35.63,2424.06,1,0,1
33.5,63.39,34.21,2830.09,1,0,1
41.52,48.22,28.33,4813.0,1,0,1
29.81,75.79,72.35,723.85,0,0,0
28.17,65.06,47.22,38.92,0,1,1
23.41,74.6,64.68,163.56,0,1,0
25.33,81.62,58.73,31.63,0,1,0
34.03,67.99,69.0,1056.88,1,0,0
17.45,93.43,82.03,0.0,0,1,0
21.87,73.08,58.13,0.0,0,1,0
35.69,60.04,33.11,3860.67,1,0,1
27.77,56.42,48.03,125.47,0,1,1
22.2,91.92,82.76,157.45,0,1,0
25.83,68.27,67.12,1099.84,0,0,0
28.36,72.33,43.42,1038.61,0,0,1
23.75,77.14,54.9,21.87,0,1,0
27.14,80.77,51.29,451.9,0,0,0
27.66,65.42,42.66,0.0,0,1,1
21.56,72.81,45.6,0.0,0,1,1
25.57,76.83,60.65,0.0,0,1,0
22.77,78.47,63.36,156.2,0,1,0
21.33,87.43,88.18,0.0,0,1,0
25.5,74.43,61.94,127.5,0,1,0
27.78,59.38,52.16,165.34,0,1,0
37.3,44.63,34.49,4574.21,1,0,1
26.37,81.34,47.88,873.99,0,0,1
23.74,77.29,55.64,26.5,0,1,0
23.28,70.18,58.05,198.86,0,1,0
27.03,69.42,49.99,1251.41,0,0,1
19.62,88.81,78.08,0.0,0,1,0
23.46,76.07,53.87,0.0,0,1,0
27.59,80.41,77.21,370.59,0,0,0
25.31,77.4,54.19,0.0,0,1,0
29.0,62.22,47.83,275.2,0,0,1
38.65,50.19,28.27,4324.81,1,0,1
37.67,44.11,23.56,4363.26,1,0,1
21.69,82.2,52.84,0.0,0,1,0
26.47,65.24,37.33,2244.82,0,0,1
19.48,95.17,85.93,114.45,0,1,0
21.99,74.9,56.67,117.99,0,1,0
21.51,79.61,76.25,325.04,0,0,0
19.18,97.9,89.43,95.51,0,1,0
25.21,70.22,50.99,1414.92,0,0,0
31.58,55.94,38.34,1795.87,1,0,1
21.19,75.82,55.42,35.9,0,1,0
25.42,78.62,79.56,564.36,0,0,0
36.14,55.66,42.16,3625.62,1,0,1
34.01,59.36,29.54,3047.45,1,0,1
34.54,59.52,40.87,2402.76,1,0,1
21.21,92.91,87.55,63.7,0,1,0
22.48,73.48,62.74,108.67,0,1,0
40.46,46.6,22.74,5000.0,1,0,1
34.36,58.71,30.97,2168.83,1,0,1
23.36,79.09,67.34,0.0,0,1,0
17.4,83.78,87.95,0.0,0,1,0
29.37,74.04,48.24,1147.27,0,0,1
24.44,75.89,58.44,0.0,0,1,0
26.61,70.16,49.03,1525.84,0,0,1
24.26,77.04,55.26,0.0,0,1,0
30.3,66.63,44.42,0.0,1,1,1
24.96,82.47,60.92,76.16,0,1,0
24.26,69.42,66.94,10.01,0,1,0
33.2,71.05,64.15,768.28,1,0,0
26.76,68.29,49.75,1746.22,0,0,1
21.32,86.32,86.93,81.78,0,1,0
22.73,72.45,67.07,0.0,0,1,0
26.62,82.69,54.19,17.37,0,1,0
23.86,79.3,51.94,174.43,0,1,0
34.49,61.56,46.5,1995.7,1,0,1
30.93,59.84,36.04,1271.14,1,0,1
24.07,78.73,55.06,44.75,0,1,0
36.62,70.23,37.47,2553.53,1,0,1
25.73,61.02,41.43,0.0,0,1,1
26.91,80.13,53.44,128.98,0,1,0
33.5,58.85,33.09,3849.64,1,0,1
26.94,64.67,44.29,0.0,0,1,1
28.95,64.14,54.3,63.01,0,1,0
30.6,73.12,37.5,0.0,1,1,1
32.4,55.4,37.81,2970.35,1,0,1
31.45,75.8,69.18,722.23,1,0,0
30.05,68.61,43.61,92.94,1,1,1
25.91,63.33,44.43,889.99,0,0,1
23.44,85.19,53.76,22.54,0,1,0
34.13,72.52,33.29,2082.7,1,0,1
30.31,60.32,36.79,934.73,1,0,1
18.01,93.1,77.33,0.0,0,1,0
24.16,78.28,55.29,351.99,0,0,0
20.02,97.99,87.74,107.55,0,1,0
23.3,69.79,53.48,522.96,0,0,0
20.96,69.08,57.71,68.05,0,1,0
41.98,52.22,21.21,4938.48,1,0,1
15.69,88.47,85.18,20.8,0,1,0
29.11,60.85,40.77,442.28,0,0,1
23.58,75.53,60.34,120.5,0,1,0
23.81,84.74,54.59,0.0,0,1,0
25.66,64.98,45.43,0.0,0,1,1
25.87,79.62,57.51,0.0,0,1,0
31.02,74.59,65.83,431.67,1,0,0
19.91,87.31,89.32,93.9,0,1,0
